"layer","type","country_sov","country","country_iso","total_area_millha"
"Hansen_forestgain","planted","Turkey","Turkey","TUR",0.0663056448
"Hansen_forestgain","planted","Spain","Spain","ESP",0.1737946752
"Hansen_forestgain","planted","Laos","Laos","LAO",0.042554512
"Hansen_forestgain","planted","Kyrgyzstan","Kyrgyzstan","KGZ",0.00010997765
"Hansen_forestgain","planted","Armenia","Armenia","ARM",1.6591709375e-05
"Hansen_forestgain","planted","Denmark","Denmark","DNK",0.024165184
"Hansen_forestgain","planted","Libya","Libya","LBY",0.00036818845
"Hansen_forestgain","planted","Tunisia","Tunisia","TUN",0.0040522684
"Hansen_forestgain","planted","Romania","Romania","ROU",0.040959552
"Hansen_forestgain","planted","Hungary","Hungary","HUN",0.0463219456
"Hansen_forestgain","planted","Slovakia","Slovakia","SVK",0.0128331456
"Hansen_forestgain","planted","Poland","Poland","POL",0.3818795008
"Hansen_forestgain","planted","Ireland","Ireland","IRL",0.1159681792
"Hansen_forestgain","planted","United Kingdom","United Kingdom","GBR",0.177431168
"Hansen_forestgain","planted","Greece","Greece","GRC",0.0073843856
"Hansen_forestgain","planted","Zambia","Zambia","ZMB",0.0073432552
"Hansen_forestgain","planted","Sierra Leone","Sierra Leone","SLE",0.0140702944
"Hansen_forestgain","planted","Guinea","Guinea","GIN",0.0087932904
"Hansen_forestgain","planted","Liberia","Liberia","LBR",0.0132088112
"Hansen_forestgain","planted","Central African Republic","Central African Republic","CAF",0.0012350735
"Hansen_forestgain","planted","Sudan","Sudan","SDN",1.5985947265625e-06
"Hansen_forestgain","planted","Djibouti","Djibouti","DJI",0
"Hansen_forestgain","planted","Eritrea","Eritrea","ERI",0
"Hansen_forestgain","planted","Austria","Austria","AUT",0.025410216
"Hansen_forestgain","planted","Iraq","Iraq","IRQ",0.0001165718875
"Hansen_forestgain","planted","Italy","Italy","ITA",0.0298002816
"Hansen_forestgain","planted","Iran","Iran","IRN",0.00030581815
"Hansen_forestgain","planted","Netherlands","Netherlands","NLD",0.0038131724
"Hansen_forestgain","planted","Liechtenstein","Liechtenstein","LIE",1.21127705078125e-06
"Hansen_forestgain","planted","Ivory Coast","Ivory Coast","CIV",0.1655967744
"Hansen_forestgain","planted","Mali","Mali","MLI",7.57e-08
"Hansen_forestgain","planted","Senegal","Senegal","SEN",7.23800125e-05
"Hansen_forestgain","planted","Nigeria","Nigeria","NGA",0.0358163264
"Hansen_forestgain","planted","Benin","Benin","BEN",0.0068122368
"Hansen_forestgain","planted","Angola","Angola","AGO",0.0098859392
"Hansen_forestgain","planted","Croatia","Croatia","HRV",0.0045121548
"Hansen_forestgain","planted","Slovenia","Slovenia","SVN",0.00064385435
"Hansen_forestgain","planted","Qatar","Qatar","QAT",0
"Hansen_forestgain","planted","Saudi Arabia","Saudi Arabia","SAU",0
"Hansen_forestgain","planted","Botswana","Botswana","BWA",0
"Hansen_forestgain","planted","Zimbabwe","Zimbabwe","ZWE",0.0162929856
"Hansen_forestgain","planted","Pakistan","Pakistan","PAK",4.2321759375e-05
"Hansen_forestgain","planted","Bulgaria","Bulgaria","BGR",0.0146820656
"Hansen_forestgain","planted","Thailand","Thailand","THA",0.3988117248
"Hansen_forestgain","planted","San Marino","San Marino","SMR",1.32812171875e-05
"Hansen_forestgain","planted","Haiti","Haiti","HTI",0.003584576
"Hansen_forestgain","planted","Dominican Republic","Dominican Republic","DOM",0.021023784
"Hansen_forestgain","planted","Chad","Chad","TCD",2.73495375e-05
"Hansen_forestgain","planted","Kuwait","Kuwait","KWT",6.73e-08
"Hansen_forestgain","planted","El Salvador","El Salvador","SLV",0.0032072002
"Hansen_forestgain","planted","Guatemala","Guatemala","GTM",0.045612192
"Hansen_forestgain","planted","East Timor","East Timor","TLS",0.0019305362
"Hansen_forestgain","planted","Brunei","Brunei","BRN",0.0023731008
"Hansen_forestgain","planted","Monaco","Monaco","MCO",3.26896997070312e-07
"Hansen_forestgain","planted","Algeria","Algeria","DZA",0.0041688944
"Hansen_forestgain","planted","Mozambique","Mozambique","MOZ",0.043312416
"Hansen_forestgain","planted","eSwatini","Eswatini","SWZ",0.0471446336
"Hansen_forestgain","planted","Burundi","Burundi","BDI",0.0018051282
"Hansen_forestgain","planted","Rwanda","Rwanda","RWA",0.005236812
"Hansen_forestgain","planted","Myanmar","Myanmar","MMR",0.0286365472
"Hansen_forestgain","planted","Bangladesh","Bangladesh","BGD",0.0031366316
"Hansen_forestgain","planted","Andorra","Andorra","AND",7.44917114257812e-08
"Hansen_forestgain","planted","Afghanistan","Afghanistan","AFG",3.6224159375e-05
"Hansen_forestgain","planted","Uganda","Uganda","UGA",0.0464952288
"Hansen_forestgain","planted","Cuba","Guantanamo Bay Naval Base","-99",0
"Hansen_forestgain","planted","Cuba","Cuba","CUB",0.0624181376
"Hansen_forestgain","planted","Honduras","Honduras","HND",0.0269551904
"Hansen_forestgain","planted","Ecuador","Ecuador","ECU",0.023339024
"Hansen_forestgain","planted","Colombia","Colombia","COL",0.2177683968
"Hansen_forestgain","planted","Paraguay","Paraguay","PRY",0.0173254736
"Hansen_forestgain","planted","Brazilian Island","Brazilian Island","-99",0
"Hansen_forestgain","planted","Portugal","Portugal","PRT",0.205450304
"Hansen_forestgain","planted","Turkmenistan","Turkmenistan","TKM",4.8032340625e-05
"Hansen_forestgain","planted","Jordan","Jordan","JOR",6.64814453125e-06
"Hansen_forestgain","planted","Nepal","Nepal","NPL",0.003770106
"Hansen_forestgain","planted","Lesotho","Lesotho","LSO",5.83977265625e-06
"Hansen_forestgain","planted","Cameroon","Cameroon","CMR",0.0088911096
"Hansen_forestgain","planted","Gabon","Gabon","GAB",0.005193088
"Hansen_forestgain","planted","Niger","Niger","NER",7.40180603027344e-08
"Hansen_forestgain","planted","Burkina Faso","Burkina Faso","BFA",9.21e-08
"Hansen_forestgain","planted","Togo","Togo","TGO",0.0019039458
"Hansen_forestgain","planted","Ghana","Ghana","GHA",0.098578784
"Hansen_forestgain","planted","Guinea-Bissau","Guinea-Bissau","GNB",0.0004217644
"Hansen_forestgain","planted","United Kingdom","Gibraltar","GIB",5.7169677734375e-08
"Hansen_forestgain","planted","United States of America","United States of America","USA",7.2523931648
"Hansen_forestgain","planted","Canada","Canada","CAN",0.2965138944
"Hansen_forestgain","planted","Mexico","Mexico","MEX",0.1229851008
"Hansen_forestgain","planted","Belize","Belize","BLZ",0.0022169904
"Hansen_forestgain","planted","Panama","Panama","PAN",0.0175333216
"Hansen_forestgain","planted","Venezuela","Venezuela","VEN",0.0546229312
"Hansen_forestgain","planted","Papua New Guinea","Papua New Guinea","PNG",0.0689439872
"Hansen_forestgain","planted","Egypt","Egypt","EGY",0.0045765648
"Hansen_forestgain","planted","Yemen","Yemen","YEM",5.231e-07
"Hansen_forestgain","planted","Mauritania","Mauritania","MRT",0
"Hansen_forestgain","planted","Equatorial Guinea","Equatorial Guinea","GNQ",0.000221422
"Hansen_forestgain","planted","Gambia","The Gambia","GMB",9.88137578125e-06
"Hansen_forestgain","planted","China","Hong Kong","HKG",0.000200514075
"Hansen_forestgain","planted","Vatican","Vatican City","VAT",0
"Hansen_forestgain","planted","Northern Cyprus","Turkish Republic of Northern Cyprus","-99",1.45232921875e-05
"Hansen_forestgain","planted","Cyprus No Mans Area","United Nations Buffer Zone in Cyprus","-99",2.68484609375e-06
"Hansen_forestgain","planted","Kashmir","Siachen Glacier","-99",0
"Hansen_forestgain","planted","Kazakhstan","Baikonur","-99",5.42e-08
"Hansen_forestgain","planted","United Kingdom","Akrotiri Sovereign Base Area","-99",1.837836328125e-06
"Hansen_forestgain","planted","Southern Patagonian Ice Field","Southern Patagonian Ice Field","-99",0
"Hansen_forestgain","planted","Bir Tawil","Bir Tawil","-99",0
"Hansen_forestgain","planted","Antarctica","Antarctica","ATA",0
"Hansen_forestgain","planted","Australia","Australia","AUS",0.5575529984
"Hansen_forestgain","planted","Denmark","Greenland","GRL",0
"Hansen_forestgain","planted","Fiji","Fiji","FJI",0.0008115019
"Hansen_forestgain","planted","New Zealand","New Zealand","NZL",0.4569769472
"Hansen_forestgain","planted","France","New Caledonia","NCL",0.0003924017
"Hansen_forestgain","planted","Madagascar","Madagascar","MDG",0.0248613104
"Hansen_forestgain","planted","Philippines","Philippines","PHL",0.1662118656
"Hansen_forestgain","planted","Sri Lanka","Sri Lanka","LKA",0.0188486624
"Hansen_forestgain","planted","Netherlands","Curaçao","CUW",1.45064912109375e-06
"Hansen_forestgain","planted","Netherlands","Aruba","ABW",0
"Hansen_forestgain","planted","The Bahamas","The Bahamas","BHS",2.531574375e-05
"Hansen_forestgain","planted","United Kingdom","Turks and Caicos Islands","TCA",2.7817650390625e-06
"Hansen_forestgain","planted","Taiwan","Taiwan","TWN",0.0041539584
"Hansen_forestgain","planted","Japan","Japan","JPN",0.1644436864
"Hansen_forestgain","planted","France","Saint Pierre and Miquelon","SPM",0
"Hansen_forestgain","planted","Iceland","Iceland","ISL",0
"Hansen_forestgain","planted","United Kingdom","Pitcairn Islands","PCN",0
"Hansen_forestgain","planted","France","French Polynesia","PYF",0
"Hansen_forestgain","planted","France","French Southern and Antarctic Lands","ATF",0
"Hansen_forestgain","planted","Seychelles","Seychelles","SYC",0
"Hansen_forestgain","planted","Kiribati","Kiribati","KIR",0
"Hansen_forestgain","planted","Marshall Islands","Marshall Islands","MHL",0
"Hansen_forestgain","planted","Trinidad and Tobago","Trinidad and Tobago","TTO",0.0005466902
"Hansen_forestgain","planted","Grenada","Grenada","GRD",6.01998125e-06
"Hansen_forestgain","planted","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",3.146712890625e-06
"Hansen_forestgain","planted","Barbados","Barbados","BRB",0.000154548625
"Hansen_forestgain","planted","Saint Lucia","Saint Lucia","LCA",1.219201171875e-05
"Hansen_forestgain","planted","Dominica","Dominica","DMA",7.26452392578125e-08
"Hansen_forestgain","planted","United States of America","United States Minor Outlying Islands","UMI",0
"Hansen_forestgain","planted","United Kingdom","Montserrat","MSR",7.376e-07
"Hansen_forestgain","planted","Antigua and Barbuda","Antigua and Barbuda","ATG",5.50169125e-05
"Hansen_forestgain","planted","Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",3.2705846875e-05
"Hansen_forestgain","planted","United States of America","United States Virgin Islands","VIR",0.0001294917
"Hansen_forestgain","planted","France","Saint Barthélemy","BLM",0
"Hansen_forestgain","planted","United States of America","Puerto Rico","PRI",0.0028035672
"Hansen_forestgain","planted","United Kingdom","Anguilla","AIA",1.48367796875e-05
"Hansen_forestgain","planted","United Kingdom","British Virgin Islands","VGB",1.7173e-06
"Hansen_forestgain","planted","Jamaica","Jamaica","JAM",0.0028924914
"Hansen_forestgain","planted","United Kingdom","Cayman Islands","CYM",2.90526953125e-06
"Hansen_forestgain","planted","United Kingdom","Bermuda","BMU",0
"Hansen_forestgain","planted","Australia","Heard Island and McDonald Islands","HMD",0
"Hansen_forestgain","planted","United Kingdom","Saint Helena","SHN",0
"Hansen_forestgain","planted","Mauritius","Mauritius","MUS",0.0026026662
"Hansen_forestgain","planted","Comoros","Comoros","COM",0.00010324824375
"Hansen_forestgain","planted","São Tomé and Principe","São Tomé and Príncipe","STP",0
"Hansen_forestgain","planted","Cabo Verde","Cape Verde","CPV",0.0008745098
"Hansen_forestgain","planted","Malta","Malta","MLT",1.178380546875e-05
"Hansen_forestgain","planted","United Kingdom","Jersey","JEY",2.2035765625e-06
"Hansen_forestgain","planted","United Kingdom","Guernsey","GGY",6.29050859375e-06
"Hansen_forestgain","planted","United Kingdom","Isle of Man","IMN",0.00021668805
"Hansen_forestgain","planted","Finland","Åland","ALA",0.0014379695
"Hansen_forestgain","planted","Denmark","Faroe Islands","FRO",0
"Hansen_forestgain","planted","Australia","Australian Indian Ocean Territories","-99",0
"Hansen_forestgain","planted","United Kingdom","British Indian Ocean Territory","IOT",0
"Hansen_forestgain","planted","Singapore","Singapore","SGP",0.000384723775
"Hansen_forestgain","planted","Australia","Norfolk Island","NFK",0
"Hansen_forestgain","planted","New Zealand","Cook Islands","COK",0
"Hansen_forestgain","planted","Tonga","Tonga","TON",0
"Hansen_forestgain","planted","France","Wallis and Futuna","WLF",0
"Hansen_forestgain","planted","Samoa","Samoa","WSM",0
"Hansen_forestgain","planted","Solomon Islands","Solomon Islands","SLB",0.0033639492
"Hansen_forestgain","planted","Tuvalu","Tuvalu","TUV",0
"Hansen_forestgain","planted","Maldives","Maldives","MDV",0
"Hansen_forestgain","planted","Nauru","Nauru","NRU",0
"Hansen_forestgain","planted","Federated States of Micronesia","Federated States of Micronesia","FSM",0
"Hansen_forestgain","planted","United Kingdom","South Georgia and the South Sandwich Islands","SGS",0
"Hansen_forestgain","planted","United Kingdom","Falkland Islands","FLK",0
"Hansen_forestgain","planted","Vanuatu","Vanuatu","VUT",0.000358487675
"Hansen_forestgain","planted","New Zealand","Niue","NIU",0
"Hansen_forestgain","planted","United States of America","American Samoa","ASM",0
"Hansen_forestgain","planted","Palau","Palau","PLW",5.998248125e-05
"Hansen_forestgain","planted","United States of America","Guam","GUM",0
"Hansen_forestgain","planted","United States of America","Northern Mariana Islands","MNP",0
"Hansen_forestgain","planted","Bahrain","Bahrain","BHR",0
"Hansen_forestgain","planted","Australia","Coral Sea Islands","-99",0
"Hansen_forestgain","planted","Spratly Islands","Wake Island","-99",0
"Hansen_forestgain","planted","France","Clipperton Island","-99",0
"Hansen_forestgain","planted","China","Macau","MAC",2.7264810546875e-06
"Hansen_forestgain","planted","Australia","Ashmore and Cartier Islands","-99",0
"Hansen_forestgain","planted","Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank","-99",0
"Hansen_forestgain","planted","Serranilla Bank","Serranilla Bank","-99",0
"Hansen_forestgain","planted","Scarborough Reef","Scarborough Shoal","-99",0
"gain_esacci","natural","Indonesia","Indonesia","IDN",44.7594266624
"gain_esacci","natural","Malaysia","Malaysia","MYS",16.7476903936
"gain_esacci","natural","Chile","Chile","CHL",2.9363146752
"gain_esacci","natural","Bolivia","Bolivia","BOL",16.1509720064
"gain_esacci","natural","Peru","Peru","PER",2.5205413888
"gain_esacci","natural","Argentina","Argentina","ARG",11.4593333248
"gain_esacci","natural","United Kingdom","Dhekelia Cantonment","-99",0
"gain_esacci","natural","Cyprus","Cyprus","CYP",0.109367168
"gain_esacci","natural","India","India","IND",30.3065628672
"gain_esacci","natural","China","People's Republic of China","CHN",65.84336384
"gain_esacci","natural","Israel","Israel","ISR",0.0138915936
"gain_esacci","natural","Israel","Palestine","PSE",0
"gain_esacci","natural","Lebanon","Lebanon","LBN",0.0138283312
"gain_esacci","natural","Ethiopia","Ethiopia","ETH",19.9865106432
"gain_esacci","natural","South Sudan","South Sudan","SSD",39.2789590016
"gain_esacci","natural","Somalia","Somalia","SOM",1.5134357504
"gain_esacci","natural","Kenya","Kenya","KEN",3.4747666432
"gain_esacci","natural","Malawi","Malawi","MWI",2.6290518016
"gain_esacci","natural","United Republic of Tanzania","Tanzania","TZA",34.026717184
"gain_esacci","natural","Syria","Syria","SYR",0.0651998016
"gain_esacci","natural","Somaliland","Somaliland","-99",0.3971668224
"gain_esacci","natural","France","France","-99",6.299899904
"gain_esacci","natural","Suriname","Suriname","SUR",0.2993915136
"gain_esacci","natural","Guyana","Guyana","GUY",0.3229060096
"gain_esacci","natural","South Korea","South Korea","KOR",1.096644608
"gain_esacci","natural","North Korea","North Korea","PRK",1.2089247744
"gain_esacci","natural","Morocco","Morocco","MAR",2.149465088
"gain_esacci","natural","Western Sahara","Western Sahara","ESH",0
"gain_esacci","natural","Costa Rica","Costa Rica","CRI",2.5977327616
"gain_esacci","natural","Nicaragua","Nicaragua","NIC",1.4972710912
"gain_esacci","natural","Republic of the Congo","Republic of the Congo","COG",12.8124256256
"gain_esacci","natural","Democratic Republic of the Congo","Democratic Republic of the Congo","COD",57.1418738688
"gain_esacci","natural","Bhutan","Bhutan","BTN",2.6333114368
"gain_esacci","natural","Namibia","Namibia","NAM",2.7089647616
"gain_esacci","natural","South Africa","South Africa","ZAF",4.1479499776
"gain_esacci","natural","France","Saint Martin","MAF",0.0098627544
"gain_esacci","natural","Netherlands","Sint Maarten","SXM",0.0011802925
"gain_esacci","natural","Oman","Oman","OMN",0.0169049632
"gain_esacci","natural","Uzbekistan","Uzbekistan","UZB",0.3522666496
"gain_esacci","natural","Kazakhstan","Kazakhstan","KAZ",5.2810330112
"gain_esacci","natural","Tajikistan","Tajikistan","TJK",0.1339813632
"gain_esacci","natural","Lithuania","Lithuania","LTU",2.8904271872
"gain_esacci","natural","Brazil","Brazil","BRA",114.1372485632
"gain_esacci","natural","Uruguay","Uruguay","URY",1.4263512064
"gain_esacci","natural","Mongolia","Mongolia","MNG",5.7635373056
"gain_esacci","natural","Czechia","Czech Republic","CZE",1.4110585856
"gain_esacci","natural","Germany","Germany","DEU",3.5011211264
"gain_esacci","natural","Estonia","Estonia","EST",0.3069481216
"gain_esacci","natural","Latvia","Latvia","LVA",0.639641344
"gain_esacci","natural","Sweden","Sweden","SWE",5.1795554304
"gain_esacci","natural","Finland","Finland","FIN",13.2321050624
"gain_esacci","natural","Vietnam","Vietnam","VNM",3.2544622592
"gain_esacci","natural","Cambodia","Cambodia","KHM",0.1734733312
"gain_esacci","natural","Luxembourg","Luxembourg","LUX",0.0379759392
"gain_esacci","natural","United Arab Emirates","United Arab Emirates","ARE",0.0001991249
"gain_esacci","natural","Belgium","Belgium","BEL",0.077712672
"gain_esacci","natural","Georgia","Georgia","GEO",1.0663196672
"gain_esacci","natural","Azerbaijan","Azerbaijan","AZE",0.3530095616
"gain_esacci","natural","Turkey","Turkey","TUR",18.9397417984
"gain_esacci","natural","Spain","Spain","ESP",8.67837952
"gain_esacci","natural","Laos","Laos","LAO",14.9720711168
"gain_esacci","natural","Kyrgyzstan","Kyrgyzstan","KGZ",2.548443136
"gain_esacci","natural","Armenia","Armenia","ARM",0.3385016064
"gain_esacci","natural","Denmark","Denmark","DNK",0.074749056
"gain_esacci","natural","Libya","Libya","LBY",0
"gain_esacci","natural","Tunisia","Tunisia","TUN",0.414120064
"gain_esacci","natural","Romania","Romania","ROU",6.3565037568
"gain_esacci","natural","Hungary","Hungary","HUN",2.1444765696
"gain_esacci","natural","Slovakia","Slovakia","SVK",1.1192283136
"gain_esacci","natural","Poland","Poland","POL",3.3813618688
"gain_esacci","natural","Ireland","Ireland","IRL",0.0206047824
"gain_esacci","natural","United Kingdom","United Kingdom","GBR",0.0434815648
"gain_esacci","natural","Greece","Greece","GRC",5.2275441664
"gain_esacci","natural","Zambia","Zambia","ZMB",12.0313290752
"gain_esacci","natural","Sierra Leone","Sierra Leone","SLE",1.7258756096
"gain_esacci","natural","Guinea","Guinea","GIN",9.2554297344
"gain_esacci","natural","Liberia","Liberia","LBR",1.1714648064
"gain_esacci","natural","Central African Republic","Central African Republic","CAF",5.1859877888
"gain_esacci","natural","Sudan","Sudan","SDN",2.9261514752
"gain_esacci","natural","Djibouti","Djibouti","DJI",0
"gain_esacci","natural","Eritrea","Eritrea","ERI",0.0578143424
"gain_esacci","natural","Austria","Austria","AUT",0.9350893568
"gain_esacci","natural","Iraq","Iraq","IRQ",0.0337911104
"gain_esacci","natural","Italy","Italy","ITA",5.2464418816
"gain_esacci","natural","Iran","Iran","IRN",0.4204196608
"gain_esacci","natural","Netherlands","Netherlands","NLD",0.0956353536
"gain_esacci","natural","Liechtenstein","Liechtenstein","LIE",0.0004858606
"gain_esacci","natural","Ivory Coast","Ivory Coast","CIV",3.7935710208
"gain_esacci","natural","Mali","Mali","MLI",4.4673490944
"gain_esacci","natural","Senegal","Senegal","SEN",4.021403648
"gain_esacci","natural","Nigeria","Nigeria","NGA",16.2484830208
"gain_esacci","natural","Benin","Benin","BEN",5.2415455232
"gain_esacci","natural","Angola","Angola","AGO",32.4581654528
"gain_esacci","natural","Croatia","Croatia","HRV",1.1031087104
"gain_esacci","natural","Slovenia","Slovenia","SVN",0.1285087104
"gain_esacci","natural","Qatar","Qatar","QAT",0.0001372592
"gain_esacci","natural","Saudi Arabia","Saudi Arabia","SAU",0.037859248
"gain_esacci","natural","Botswana","Botswana","BWA",6.9934424064
"gain_esacci","natural","Zimbabwe","Zimbabwe","ZWE",12.7414771712
"gain_esacci","natural","Pakistan","Pakistan","PAK",0.4956657664
"gain_esacci","natural","Bulgaria","Bulgaria","BGR",3.755184128
"gain_esacci","natural","Thailand","Thailand","THA",7.001288704
"gain_esacci","natural","San Marino","San Marino","SMR",0
"gain_esacci","natural","Haiti","Haiti","HTI",0.2605441536
"gain_esacci","natural","Dominican Republic","Dominican Republic","DOM",3.6221865984
"gain_esacci","natural","Chad","Chad","TCD",0.6847577088
"gain_esacci","natural","Kuwait","Kuwait","KWT",0
"gain_esacci","natural","El Salvador","El Salvador","SLV",2.421476352
"gain_esacci","natural","Guatemala","Guatemala","GTM",3.2695615488
"gain_esacci","natural","East Timor","East Timor","TLS",0.284360832
"gain_esacci","natural","Brunei","Brunei","BRN",0.1683793792
"gain_esacci","natural","Monaco","Monaco","MCO",6.48986328125e-08
"gain_esacci","natural","Algeria","Algeria","DZA",2.2726928384
"gain_esacci","natural","Mozambique","Mozambique","MOZ",7.7785358336
"gain_esacci","natural","eSwatini","Eswatini","SWZ",0.1216570752
"gain_esacci","natural","Burundi","Burundi","BDI",0.3918708992
"gain_esacci","natural","Rwanda","Rwanda","RWA",0.1689229952
"gain_esacci","natural","Myanmar","Myanmar","MMR",43.9097458688
"gain_esacci","natural","Bangladesh","Bangladesh","BGD",0.624225792
"gain_esacci","natural","Andorra","Andorra","AND",0.007027248
"gain_esacci","natural","Afghanistan","Afghanistan","AFG",0.1407199744
"gain_esacci","natural","Uganda","Uganda","UGA",3.9391830016
"gain_esacci","natural","Cuba","Guantanamo Bay Naval Base","-99",0
"gain_esacci","natural","Cuba","Cuba","CUB",3.1871115264
"gain_esacci","natural","Honduras","Honduras","HND",6.4663547904
"gain_esacci","natural","Ecuador","Ecuador","ECU",3.5754459136
"gain_esacci","natural","Colombia","Colombia","COL",10.3462772736
"gain_esacci","natural","Paraguay","Paraguay","PRY",8.1631371264
"gain_esacci","natural","Brazilian Island","Brazilian Island","-99",0
"gain_esacci","natural","Portugal","Portugal","PRT",1.7483218944
"gain_esacci","natural","Turkmenistan","Turkmenistan","TKM",0.0028059156
"gain_esacci","natural","Jordan","Jordan","JOR",0
"gain_esacci","natural","Nepal","Nepal","NPL",2.846936064
"gain_esacci","natural","Lesotho","Lesotho","LSO",0.0912100224
"gain_esacci","natural","Cameroon","Cameroon","CMR",2.3525548032
"gain_esacci","natural","Gabon","Gabon","GAB",1.4139631616
"gain_esacci","natural","Niger","Niger","NER",0.0013967518
"gain_esacci","natural","Burkina Faso","Burkina Faso","BFA",0.5450089984
"gain_esacci","natural","Togo","Togo","TGO",6.4101154816
"gain_esacci","natural","Ghana","Ghana","GHA",11.1879233536
"gain_esacci","natural","Guinea-Bissau","Guinea-Bissau","GNB",0.7107493888
"gain_esacci","natural","United Kingdom","Gibraltar","GIB",0
"gain_esacci","natural","United States of America","United States of America","USA",150.9874335744
"gain_esacci","natural","Canada","Canada","CAN",214.3254216704
"gain_esacci","natural","Mexico","Mexico","MEX",40.3432931328
"gain_esacci","natural","Belize","Belize","BLZ",0.3794388736
"gain_esacci","natural","Panama","Panama","PAN",1.352362496
"gain_esacci","natural","Venezuela","Venezuela","VEN",9.151307776
"gain_esacci","natural","Papua New Guinea","Papua New Guinea","PNG",10.7053408256
"gain_esacci","natural","Egypt","Egypt","EGY",0.00039266005
"gain_esacci","natural","Yemen","Yemen","YEM",0.124283456
"gain_esacci","natural","Mauritania","Mauritania","MRT",0.0109075976
"gain_esacci","natural","Equatorial Guinea","Equatorial Guinea","GNQ",0.1407371264
"gain_esacci","natural","Gambia","The Gambia","GMB",0.4516240896
"gain_esacci","natural","China","Hong Kong","HKG",0.0369103456
"gain_esacci","natural","Vatican","Vatican City","VAT",0
"gain_esacci","natural","Northern Cyprus","Turkish Republic of Northern Cyprus","-99",0.1890420224
"gain_esacci","natural","Cyprus No Mans Area","United Nations Buffer Zone in Cyprus","-99",0.003925732
"gain_esacci","natural","Kashmir","Siachen Glacier","-99",0
"gain_esacci","natural","Kazakhstan","Baikonur","-99",0
"gain_esacci","natural","United Kingdom","Akrotiri Sovereign Base Area","-99",0.000185361225
"gain_esacci","natural","Southern Patagonian Ice Field","Southern Patagonian Ice Field","-99",0.0010861379
"gain_esacci","natural","Bir Tawil","Bir Tawil","-99",0
"gain_esacci","natural","Antarctica","Antarctica","ATA",0
"gain_esacci","natural","Australia","Australia","AUS",54.086336512
"gain_esacci","natural","Denmark","Greenland","GRL",0
"gain_esacci","natural","Fiji","Fiji","FJI",0.128317312
"gain_esacci","natural","New Zealand","New Zealand","NZL",3.2959414272
"gain_esacci","natural","France","New Caledonia","NCL",1.1239335936
"gain_esacci","natural","Madagascar","Madagascar","MDG",18.1090369536
"gain_esacci","natural","Philippines","Philippines","PHL",9.8265112576
"gain_esacci","natural","Sri Lanka","Sri Lanka","LKA",0.3216073216
"gain_esacci","natural","Netherlands","Curaçao","CUW",8.689655e-05
"gain_esacci","natural","Netherlands","Aruba","ABW",0
"gain_esacci","natural","The Bahamas","The Bahamas","BHS",0.3484141312
"gain_esacci","natural","United Kingdom","Turks and Caicos Islands","TCA",0.0073082656
"gain_esacci","natural","Taiwan","Taiwan","TWN",0.0662688192
"gain_esacci","natural","Japan","Japan","JPN",2.2781964288
"gain_esacci","natural","France","Saint Pierre and Miquelon","SPM",0
"gain_esacci","natural","Iceland","Iceland","ISL",0
"gain_esacci","natural","United Kingdom","Pitcairn Islands","PCN",0
"gain_esacci","natural","France","French Polynesia","PYF",0
"gain_esacci","natural","France","French Southern and Antarctic Lands","ATF",0.000416909875
"gain_esacci","natural","Seychelles","Seychelles","SYC",4.23212421875e-06
"gain_esacci","natural","Kiribati","Kiribati","KIR",0
"gain_esacci","natural","Marshall Islands","Marshall Islands","MHL",0
"gain_esacci","natural","Trinidad and Tobago","Trinidad and Tobago","TTO",0.0242644368
"gain_esacci","natural","Grenada","Grenada","GRD",0
"gain_esacci","natural","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",0
"gain_esacci","natural","Barbados","Barbados","BRB",0
"gain_esacci","natural","Saint Lucia","Saint Lucia","LCA",0
"gain_esacci","natural","Dominica","Dominica","DMA",0
"gain_esacci","natural","United States of America","United States Minor Outlying Islands","UMI",0
"gain_esacci","natural","United Kingdom","Montserrat","MSR",0
"gain_esacci","natural","Antigua and Barbuda","Antigua and Barbuda","ATG",0.011806632
"gain_esacci","natural","Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",0.0009850757
"gain_esacci","natural","United States of America","United States Virgin Islands","VIR",0.0222746448
"gain_esacci","natural","France","Saint Barthélemy","BLM",0
"gain_esacci","natural","United States of America","Puerto Rico","PRI",0.4351798784
"gain_esacci","natural","United Kingdom","Anguilla","AIA",0.0008572267
"gain_esacci","natural","United Kingdom","British Virgin Islands","VGB",0.0032636088
"gain_esacci","natural","Jamaica","Jamaica","JAM",0.0852992512
"gain_esacci","natural","United Kingdom","Cayman Islands","CYM",0
"gain_esacci","natural","United Kingdom","Bermuda","BMU",0
"gain_esacci","natural","Australia","Heard Island and McDonald Islands","HMD",0
"gain_esacci","natural","United Kingdom","Saint Helena","SHN",0
"gain_esacci","natural","Mauritius","Mauritius","MUS",0.0150448384
"gain_esacci","natural","Comoros","Comoros","COM",0.0190459808
"gain_esacci","natural","São Tomé and Principe","São Tomé and Príncipe","STP",0.0581014592
"gain_esacci","natural","Cabo Verde","Cape Verde","CPV",0
"gain_esacci","natural","Malta","Malta","MLT",0
