"layer","type","country_sov","country","country_iso","total_area_millha"
"modis_forestgainsum","planted","Sri Lanka","Sri Lanka","LKA",1.3453888512
"modis_forestgainsum","planted","Netherlands","Curaçao","CUW",0.000106551675
"modis_forestgainsum","planted","Netherlands","Aruba","ABW",0
"modis_forestgainsum","planted","The Bahamas","The Bahamas","BHS",0.1045923392
"modis_forestgainsum","planted","United Kingdom","Turks and Caicos Islands","TCA",0.008826756
"modis_forestgainsum","planted","Taiwan","Taiwan","TWN",0.6652585472
"modis_forestgainsum","planted","Japan","Japan","JPN",2.2846978048
"modis_forestgainsum","planted","France","Saint Pierre and Miquelon","SPM",0
"modis_forestgainsum","planted","Iceland","Iceland","ISL",0
"modis_forestgainsum","planted","United Kingdom","Pitcairn Islands","PCN",0
"modis_forestgainsum","planted","France","French Polynesia","PYF",0
"modis_forestgainsum","planted","France","French Southern and Antarctic Lands","ATF",0
"modis_forestgainsum","planted","Seychelles","Seychelles","SYC",0
"modis_forestgainsum","planted","Kiribati","Kiribati","KIR",0
"modis_forestgainsum","planted","Marshall Islands","Marshall Islands","MHL",0
"modis_forestgainsum","planted","Trinidad and Tobago","Trinidad and Tobago","TTO",0.3436975616
"modis_forestgainsum","planted","Grenada","Grenada","GRD",0.0081827448
"modis_forestgainsum","planted","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",0.0090038712
"modis_forestgainsum","planted","Barbados","Barbados","BRB",0.0288219104
"modis_forestgainsum","planted","Saint Lucia","Saint Lucia","LCA",0.0139128384
"modis_forestgainsum","planted","Dominica","Dominica","DMA",0.0001413027
"modis_forestgainsum","planted","United States of America","United States Minor Outlying Islands","UMI",0
"modis_forestgainsum","planted","United Kingdom","Montserrat","MSR",0.0018777986
"modis_forestgainsum","planted","Antigua and Barbuda","Antigua and Barbuda","ATG",0.0447852192
"modis_forestgainsum","planted","Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",0.0290347168
"modis_forestgainsum","planted","United States of America","United States Virgin Islands","VIR",0.0215208704
"modis_forestgainsum","planted","France","Saint Barthélemy","BLM",0
"modis_forestgainsum","planted","United States of America","Puerto Rico","PRI",0.6145304576
"modis_forestgainsum","planted","United Kingdom","Anguilla","AIA",0.0012036333
"modis_forestgainsum","planted","United Kingdom","British Virgin Islands","VGB",0.0016934262
"modis_forestgainsum","planted","Jamaica","Jamaica","JAM",0.21820864
"modis_forestgainsum","planted","United Kingdom","Cayman Islands","CYM",0.0018259902
"modis_forestgainsum","planted","United Kingdom","Bermuda","BMU",0
"modis_forestgainsum","planted","Australia","Heard Island and McDonald Islands","HMD",0
"modis_forestgainsum","planted","United Kingdom","Saint Helena","SHN",0
"modis_forestgainsum","planted","Mauritius","Mauritius","MUS",0.0714076608
"modis_forestgainsum","planted","Comoros","Comoros","COM",0.039491872
"modis_forestgainsum","planted","São Tomé and Principe","São Tomé and Príncipe","STP",0.0001045068
"modis_forestgainsum","planted","Cabo Verde","Cape Verde","CPV",0.0030768838
"modis_forestgainsum","planted","Malta","Malta","MLT",0
"modis_forestgainsum","planted","United Kingdom","Jersey","JEY",4.6109346875e-05
"modis_forestgainsum","planted","United Kingdom","Guernsey","GGY",0.0012009907
"modis_forestgainsum","planted","United Kingdom","Isle of Man","IMN",0.0065162876
"modis_forestgainsum","planted","Finland","Åland","ALA",0.0063082408
"modis_forestgainsum","planted","Denmark","Faroe Islands","FRO",0.0001636494125
"modis_forestgainsum","planted","Australia","Australian Indian Ocean Territories","-99",0
"modis_forestgainsum","planted","United Kingdom","British Indian Ocean Territory","IOT",0
"modis_forestgainsum","planted","Singapore","Singapore","SGP",0.0189635456
"modis_forestgainsum","planted","Australia","Norfolk Island","NFK",0
"modis_forestgainsum","planted","New Zealand","Cook Islands","COK",0
"modis_forestgainsum","planted","Tonga","Tonga","TON",0.0226389056
"modis_forestgainsum","planted","France","Wallis and Futuna","WLF",0
"modis_forestgainsum","planted","Samoa","Samoa","WSM",0
"modis_forestgainsum","planted","Solomon Islands","Solomon Islands","SLB",0.0329525056
"modis_forestgainsum","planted","Tuvalu","Tuvalu","TUV",0
"modis_forestgainsum","planted","Maldives","Maldives","MDV",0
"modis_forestgainsum","planted","Nauru","Nauru","NRU",0
"modis_forestgainsum","planted","Federated States of Micronesia","Federated States of Micronesia","FSM",0
"modis_forestgainsum","planted","United Kingdom","South Georgia and the South Sandwich Islands","SGS",0
"modis_forestgainsum","planted","United Kingdom","Falkland Islands","FLK",0
"modis_forestgainsum","planted","Vanuatu","Vanuatu","VUT",0.0479038208
"modis_forestgainsum","planted","New Zealand","Niue","NIU",0
"modis_forestgainsum","planted","United States of America","American Samoa","ASM",0
"modis_forestgainsum","planted","Palau","Palau","PLW",0.0014482564
"modis_forestgainsum","planted","United States of America","Guam","GUM",0
"modis_forestgainsum","planted","United States of America","Northern Mariana Islands","MNP",0
"modis_forestgainsum","planted","Bahrain","Bahrain","BHR",0.0002683818
"modis_forestgainsum","planted","Australia","Coral Sea Islands","-99",0
"modis_forestgainsum","planted","Spratly Islands","Wake Island","-99",0
"modis_forestgainsum","planted","France","Clipperton Island","-99",0
"modis_forestgainsum","planted","China","Macau","MAC",0.000230964925
"modis_forestgainsum","planted","Australia","Ashmore and Cartier Islands","-99",0
"modis_forestgainsum","planted","Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank","-99",0
"modis_forestgainsum","planted","Serranilla Bank","Serranilla Bank","-99",0
"modis_forestgainsum","planted","Scarborough Reef","Scarborough Shoal","-99",0
"Hansen_forestgain","natural","Indonesia","Indonesia","IDN",3.5320229888
"Hansen_forestgain","natural","Malaysia","Malaysia","MYS",0.8977851392
"Hansen_forestgain","natural","Chile","Chile","CHL",0.094411584
"Hansen_forestgain","natural","Bolivia","Bolivia","BOL",0.1608088448
"Hansen_forestgain","natural","Peru","Peru","PER",0.1810475648
"Hansen_forestgain","natural","Argentina","Argentina","ARG",0.2145957888
"Hansen_forestgain","natural","United Kingdom","Dhekelia Cantonment","-99",0
"Hansen_forestgain","natural","Cyprus","Cyprus","CYP",8.471655e-05
"Hansen_forestgain","natural","India","India","IND",0.215060224
"Hansen_forestgain","natural","China","People's Republic of China","CHN",0.7555999744
"Hansen_forestgain","natural","Israel","Israel","ISR",0.0001378772125
"Hansen_forestgain","natural","Israel","Palestine","PSE",8.45730859375e-06
"Hansen_forestgain","natural","Lebanon","Lebanon","LBN",0.0008586417
"Hansen_forestgain","natural","Ethiopia","Ethiopia","ETH",0.026417832
"Hansen_forestgain","natural","South Sudan","South Sudan","SSD",0.0032594642
"Hansen_forestgain","natural","Somalia","Somalia","SOM",0.00022272495
"Hansen_forestgain","natural","Kenya","Kenya","KEN",0.0552022144
"Hansen_forestgain","natural","Malawi","Malawi","MWI",0.007251728
"Hansen_forestgain","natural","United Republic of Tanzania","Tanzania","TZA",0.2190955008
"Hansen_forestgain","natural","Syria","Syria","SYR",0.0006157791
"Hansen_forestgain","natural","Somaliland","Somaliland","-99",8.9968e-06
"Hansen_forestgain","natural","France","France","-99",0.2324217856
"Hansen_forestgain","natural","Suriname","Suriname","SUR",0.0067844896
"Hansen_forestgain","natural","Guyana","Guyana","GUY",0.01111834
"Hansen_forestgain","natural","South Korea","South Korea","KOR",0.0147477552
"Hansen_forestgain","natural","North Korea","North Korea","PRK",0.0116900544
"Hansen_forestgain","natural","Morocco","Morocco","MAR",0.012818468
"Hansen_forestgain","natural","Western Sahara","Western Sahara","ESH",0
"Hansen_forestgain","natural","Costa Rica","Costa Rica","CRI",0.0151761808
"Hansen_forestgain","natural","Nicaragua","Nicaragua","NIC",0.02490892
"Hansen_forestgain","natural","Republic of the Congo","Republic of the Congo","COG",0.0361161152
"Hansen_forestgain","natural","Democratic Republic of the Congo","Democratic Republic of the Congo","COD",1.3387117568
"Hansen_forestgain","natural","Bhutan","Bhutan","BTN",0.0021170116
"Hansen_forestgain","natural","Namibia","Namibia","NAM",4.78095625e-05
"Hansen_forestgain","natural","South Africa","South Africa","ZAF",0.2870609408
"Hansen_forestgain","natural","France","Saint Martin","MAF",3.4737265625e-05
"Hansen_forestgain","natural","Netherlands","Sint Maarten","SXM",2.88839609375e-06
"Hansen_forestgain","natural","Oman","Oman","OMN",0
"Hansen_forestgain","natural","Uzbekistan","Uzbekistan","UZB",0.000171491375
"Hansen_forestgain","natural","Kazakhstan","Kazakhstan","KAZ",0.00649848
"Hansen_forestgain","natural","Tajikistan","Tajikistan","TJK",4.0888340625e-05
"Hansen_forestgain","natural","Lithuania","Lithuania","LTU",0.0928900288
"Hansen_forestgain","natural","Brazil","Brazil","BRA",3.3508841472
"Hansen_forestgain","natural","Uruguay","Uruguay","URY",0.0221785696
"Hansen_forestgain","natural","Mongolia","Mongolia","MNG",0.0097902112
"Hansen_forestgain","natural","Czechia","Czech Republic","CZE",0.056623296
"Hansen_forestgain","natural","Germany","Germany","DEU",0.0896212416
"Hansen_forestgain","natural","Estonia","Estonia","EST",0.0805357824
"Hansen_forestgain","natural","Latvia","Latvia","LVA",0.1671024512
"Hansen_forestgain","natural","Sweden","Sweden","SWE",0.7731137536
"Hansen_forestgain","natural","Finland","Finland","FIN",0.7140955136
"Hansen_forestgain","natural","Vietnam","Vietnam","VNM",0.2423266048
"Hansen_forestgain","natural","Cambodia","Cambodia","KHM",0.0391733664
"Hansen_forestgain","natural","Luxembourg","Luxembourg","LUX",0.0017660454
"Hansen_forestgain","natural","United Arab Emirates","United Arab Emirates","ARE",0
"Hansen_forestgain","natural","Belgium","Belgium","BEL",0.011249608
"Hansen_forestgain","natural","Georgia","Georgia","GEO",0.0038277012
"Hansen_forestgain","natural","Azerbaijan","Azerbaijan","AZE",0.000397537525
"Hansen_forestgain","natural","Turkey","Turkey","TUR",0.1105734528
"Hansen_forestgain","natural","Spain","Spain","ESP",0.2730025216
"Hansen_forestgain","natural","Laos","Laos","LAO",0.2945933824
"Hansen_forestgain","natural","Kyrgyzstan","Kyrgyzstan","KGZ",0.000277406225
"Hansen_forestgain","natural","Armenia","Armenia","ARM",0.0011895172
"Hansen_forestgain","natural","Denmark","Denmark","DNK",0.0074546248
"Hansen_forestgain","natural","Libya","Libya","LBY",3.6839409375e-05
"Hansen_forestgain","natural","Tunisia","Tunisia","TUN",0.0077302136
"Hansen_forestgain","natural","Romania","Romania","ROU",0.1110323968
"Hansen_forestgain","natural","Hungary","Hungary","HUN",0.0881325568
"Hansen_forestgain","natural","Slovakia","Slovakia","SVK",0.0387450144
"Hansen_forestgain","natural","Poland","Poland","POL",0.1183315968
"Hansen_forestgain","natural","Ireland","Ireland","IRL",0.0020393316
"Hansen_forestgain","natural","United Kingdom","United Kingdom","GBR",0.0070037672
"Hansen_forestgain","natural","Greece","Greece","GRC",0.0278775712
"Hansen_forestgain","natural","Zambia","Zambia","ZMB",0.0105126616
"Hansen_forestgain","natural","Sierra Leone","Sierra Leone","SLE",0.0304704544
"Hansen_forestgain","natural","Guinea","Guinea","GIN",0.0211801264
"Hansen_forestgain","natural","Liberia","Liberia","LBR",0.0947497216
"Hansen_forestgain","natural","Central African Republic","Central African Republic","CAF",0.0381798752
"Hansen_forestgain","natural","Sudan","Sudan","SDN",6.79602421875e-06
"Hansen_forestgain","natural","Djibouti","Djibouti","DJI",0
"Hansen_forestgain","natural","Eritrea","Eritrea","ERI",5.7909e-06
"Hansen_forestgain","natural","Austria","Austria","AUT",0.0402257056
"Hansen_forestgain","natural","Iraq","Iraq","IRQ",0.0001226918375
"Hansen_forestgain","natural","Italy","Italy","ITA",0.0595095168
"Hansen_forestgain","natural","Iran","Iran","IRN",0.0005993463
"Hansen_forestgain","natural","Netherlands","Netherlands","NLD",0.0030018818
"Hansen_forestgain","natural","Liechtenstein","Liechtenstein","LIE",2.34796078125e-05
"Hansen_forestgain","natural","Ivory Coast","Ivory Coast","CIV",0.0630972608
"Hansen_forestgain","natural","Mali","Mali","MLI",3.806335546875e-06
"Hansen_forestgain","natural","Senegal","Senegal","SEN",0.000136185225
"Hansen_forestgain","natural","Nigeria","Nigeria","NGA",0.0245099408
"Hansen_forestgain","natural","Benin","Benin","BEN",6.492435e-05
"Hansen_forestgain","natural","Angola","Angola","AGO",0.0533805568
"Hansen_forestgain","natural","Croatia","Croatia","HRV",0.0213521696
"Hansen_forestgain","natural","Slovenia","Slovenia","SVN",0.0029050162
"Hansen_forestgain","natural","Qatar","Qatar","QAT",0
"Hansen_forestgain","natural","Saudi Arabia","Saudi Arabia","SAU",0
"Hansen_forestgain","natural","Botswana","Botswana","BWA",9.0744425e-05
"Hansen_forestgain","natural","Zimbabwe","Zimbabwe","ZWE",0.030690304
"Hansen_forestgain","natural","Pakistan","Pakistan","PAK",0.00061033905
"Hansen_forestgain","natural","Bulgaria","Bulgaria","BGR",0.0530096224
"Hansen_forestgain","natural","Thailand","Thailand","THA",0.0978485568
"Hansen_forestgain","natural","San Marino","San Marino","SMR",3.897096484375e-06
"Hansen_forestgain","natural","Haiti","Haiti","HTI",0.000867182
"Hansen_forestgain","natural","Dominican Republic","Dominican Republic","DOM",0.018045944
"Hansen_forestgain","natural","Chad","Chad","TCD",4.663773125e-05
"Hansen_forestgain","natural","Kuwait","Kuwait","KWT",0
"Hansen_forestgain","natural","El Salvador","El Salvador","SLV",0.0053194452
"Hansen_forestgain","natural","Guatemala","Guatemala","GTM",0.0637471168
"Hansen_forestgain","natural","East Timor","East Timor","TLS",0.0041874384
"Hansen_forestgain","natural","Brunei","Brunei","BRN",0.0074152376
"Hansen_forestgain","natural","Monaco","Monaco","MCO",1.52388484375e-05
"Hansen_forestgain","natural","Algeria","Algeria","DZA",0.0278769696
"Hansen_forestgain","natural","Mozambique","Mozambique","MOZ",0.1022357376
"Hansen_forestgain","natural","eSwatini","Eswatini","SWZ",0.0144639616
"Hansen_forestgain","natural","Burundi","Burundi","BDI",0.001719973
"Hansen_forestgain","natural","Rwanda","Rwanda","RWA",0.001737465
"Hansen_forestgain","natural","Myanmar","Myanmar","MMR",0.2839499776
"Hansen_forestgain","natural","Bangladesh","Bangladesh","BGD",0.0031873012
"Hansen_forestgain","natural","Andorra","Andorra","AND",1.74835125e-05
"Hansen_forestgain","natural","Afghanistan","Afghanistan","AFG",9.413541875e-05
"Hansen_forestgain","natural","Uganda","Uganda","UGA",0.0219562224
"Hansen_forestgain","natural","Cuba","Guantanamo Bay Naval Base","-99",5.701244140625e-07
"Hansen_forestgain","natural","Cuba","Cuba","CUB",0.164360128
"Hansen_forestgain","natural","Honduras","Honduras","HND",0.03070384
"Hansen_forestgain","natural","Ecuador","Ecuador","ECU",0.0792280384
"Hansen_forestgain","natural","Colombia","Colombia","COL",0.330600832
"Hansen_forestgain","natural","Paraguay","Paraguay","PRY",0.03424912
"Hansen_forestgain","natural","Brazilian Island","Brazilian Island","-99",4.19696563720703e-08
"Hansen_forestgain","natural","Portugal","Portugal","PRT",0.0778260288
"Hansen_forestgain","natural","Turkmenistan","Turkmenistan","TKM",6.10241875e-05
"Hansen_forestgain","natural","Jordan","Jordan","JOR",1.41060927734375e-06
"Hansen_forestgain","natural","Nepal","Nepal","NPL",0.0097536912
"Hansen_forestgain","natural","Lesotho","Lesotho","LSO",0.000126646375
"Hansen_forestgain","natural","Cameroon","Cameroon","CMR",0.0558499904
"Hansen_forestgain","natural","Gabon","Gabon","GAB",0.0332543136
"Hansen_forestgain","natural","Niger","Niger","NER",0
"Hansen_forestgain","natural","Burkina Faso","Burkina Faso","BFA",1.0408935546875e-07
"Hansen_forestgain","natural","Togo","Togo","TGO",0.0004682742
"Hansen_forestgain","natural","Ghana","Ghana","GHA",0.0363802304
"Hansen_forestgain","natural","Guinea-Bissau","Guinea-Bissau","GNB",0.0056476868
"Hansen_forestgain","natural","United Kingdom","Gibraltar","GIB",0
"Hansen_forestgain","natural","United States of America","United States of America","USA",6.5224302592
"Hansen_forestgain","natural","Canada","Canada","CAN",8.7864590336
"Hansen_forestgain","natural","Mexico","Mexico","MEX",0.5072842752
"Hansen_forestgain","natural","Belize","Belize","BLZ",0.0107528296
"Hansen_forestgain","natural","Panama","Panama","PAN",0.0140028016
"Hansen_forestgain","natural","Venezuela","Venezuela","VEN",0.1329647872
"Hansen_forestgain","natural","Papua New Guinea","Papua New Guinea","PNG",0.1551467392
"Hansen_forestgain","natural","Egypt","Egypt","EGY",3.82865625e-05
"Hansen_forestgain","natural","Yemen","Yemen","YEM",3.6705e-06
"Hansen_forestgain","natural","Mauritania","Mauritania","MRT",2.229e-07
"Hansen_forestgain","natural","Equatorial Guinea","Equatorial Guinea","GNQ",0.005208108
"Hansen_forestgain","natural","Gambia","The Gambia","GMB",1.478800625e-05
"Hansen_forestgain","natural","China","Hong Kong","HKG",1.89852e-05
"Hansen_forestgain","natural","Vatican","Vatican City","VAT",0
"Hansen_forestgain","natural","Northern Cyprus","Turkish Republic of Northern Cyprus","-99",6.591573125e-05
"Hansen_forestgain","natural","Cyprus No Mans Area","United Nations Buffer Zone in Cyprus","-99",1.60526142578125e-06
"Hansen_forestgain","natural","Kashmir","Siachen Glacier","-99",0
"Hansen_forestgain","natural","Kazakhstan","Baikonur","-99",0
"Hansen_forestgain","natural","United Kingdom","Akrotiri Sovereign Base Area","-99",1.2300291015625e-06
"Hansen_forestgain","natural","Southern Patagonian Ice Field","Southern Patagonian Ice Field","-99",0
"Hansen_forestgain","natural","Bir Tawil","Bir Tawil","-99",0
"Hansen_forestgain","natural","Antarctica","Antarctica","ATA",0
"Hansen_forestgain","natural","Australia","Australia","AUS",0.755410432
"Hansen_forestgain","natural","Denmark","Greenland","GRL",0
"Hansen_forestgain","natural","Fiji","Fiji","FJI",0.0101500928
"Hansen_forestgain","natural","New Zealand","New Zealand","NZL",0.2273005056
"Hansen_forestgain","natural","France","New Caledonia","NCL",0.0052147352
"Hansen_forestgain","natural","Madagascar","Madagascar","MDG",0.376344192
"Hansen_forestgain","natural","Philippines","Philippines","PHL",0.0969266496
"Hansen_forestgain","natural","Sri Lanka","Sri Lanka","LKA",0.0075713568
"Hansen_forestgain","natural","Netherlands","Curaçao","CUW",2.3602115625e-05
"Hansen_forestgain","natural","Netherlands","Aruba","ABW",5.70550634765625e-07
"Hansen_forestgain","natural","The Bahamas","The Bahamas","BHS",0.00070034655
"Hansen_forestgain","natural","United Kingdom","Turks and Caicos Islands","TCA",1.084114296875e-05
"Hansen_forestgain","natural","Taiwan","Taiwan","TWN",0.0017510732
"Hansen_forestgain","natural","Japan","Japan","JPN",0.0912082368
"Hansen_forestgain","natural","France","Saint Pierre and Miquelon","SPM",1.061e-07
"Hansen_forestgain","natural","Iceland","Iceland","ISL",0
"Hansen_forestgain","natural","United Kingdom","Pitcairn Islands","PCN",0
"Hansen_forestgain","natural","France","French Polynesia","PYF",0
"Hansen_forestgain","natural","France","French Southern and Antarctic Lands","ATF",0
"Hansen_forestgain","natural","Seychelles","Seychelles","SYC",0
"Hansen_forestgain","natural","Kiribati","Kiribati","KIR",0
"Hansen_forestgain","natural","Marshall Islands","Marshall Islands","MHL",0
"Hansen_forestgain","natural","Trinidad and Tobago","Trinidad and Tobago","TTO",0.0010119374
"Hansen_forestgain","natural","Grenada","Grenada","GRD",6.04653625e-05
"Hansen_forestgain","natural","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",1.31544625e-05
"Hansen_forestgain","natural","Barbados","Barbados","BRB",4.0029403125e-05
"Hansen_forestgain","natural","Saint Lucia","Saint Lucia","LCA",2.0155265625e-05
"Hansen_forestgain","natural","Dominica","Dominica","DMA",1.246523359375e-05
"Hansen_forestgain","natural","United States of America","United States Minor Outlying Islands","UMI",1.2115072265625e-06
"Hansen_forestgain","natural","United Kingdom","Montserrat","MSR",6.395373046875e-06
"Hansen_forestgain","natural","Antigua and Barbuda","Antigua and Barbuda","ATG",0.0001776088125
"Hansen_forestgain","natural","Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",5.7522925e-05
"Hansen_forestgain","natural","United States of America","United States Virgin Islands","VIR",0.00025035255
"Hansen_forestgain","natural","France","Saint Barthélemy","BLM",1.09762802734375e-06
"Hansen_forestgain","natural","United States of America","Puerto Rico","PRI",0.0035117268
"Hansen_forestgain","natural","United Kingdom","Anguilla","AIA",1.117646640625e-05
"Hansen_forestgain","natural","United Kingdom","British Virgin Islands","VGB",9.90821484375e-06
"Hansen_forestgain","natural","Jamaica","Jamaica","JAM",0.0037226956
"Hansen_forestgain","natural","United Kingdom","Cayman Islands","CYM",3.659414375e-05
"Hansen_forestgain","natural","United Kingdom","Bermuda","BMU",0
"Hansen_forestgain","natural","Australia","Heard Island and McDonald Islands","HMD",0
"Hansen_forestgain","natural","United Kingdom","Saint Helena","SHN",0
"Hansen_forestgain","natural","Mauritius","Mauritius","MUS",0.00035366135
"Hansen_forestgain","natural","Comoros","Comoros","COM",0.00032079745
"Hansen_forestgain","natural","São Tomé and Principe","São Tomé and Príncipe","STP",1.439345625e-05
"Hansen_forestgain","natural","Cabo Verde","Cape Verde","CPV",0.0010894131
"Hansen_forestgain","natural","Malta","Malta","MLT",8.28958206176758e-09
"Hansen_forestgain","natural","United Kingdom","Jersey","JEY",2.205799375e-05
"Hansen_forestgain","natural","United Kingdom","Guernsey","GGY",6.194819921875e-06
"Hansen_forestgain","natural","United Kingdom","Isle of Man","IMN",5.1616875e-05
"Hansen_forestgain","natural","Finland","Åland","ALA",0.000341229275
"Hansen_forestgain","natural","Denmark","Faroe Islands","FRO",0
"Hansen_forestgain","natural","Australia","Australian Indian Ocean Territories","-99",0
"Hansen_forestgain","natural","United Kingdom","British Indian Ocean Territory","IOT",0
"Hansen_forestgain","natural","Singapore","Singapore","SGP",0.000164910125
"Hansen_forestgain","natural","Australia","Norfolk Island","NFK",0
"Hansen_forestgain","natural","New Zealand","Cook Islands","COK",0
"Hansen_forestgain","natural","Tonga","Tonga","TON",0
"Hansen_forestgain","natural","France","Wallis and Futuna","WLF",0
"Hansen_forestgain","natural","Samoa","Samoa","WSM",0
"Hansen_forestgain","natural","Solomon Islands","Solomon Islands","SLB",0.0140495504
"Hansen_forestgain","natural","Tuvalu","Tuvalu","TUV",0
"Hansen_forestgain","natural","Maldives","Maldives","MDV",0
"Hansen_forestgain","natural","Nauru","Nauru","NRU",0
"Hansen_forestgain","natural","Federated States of Micronesia","Federated States of Micronesia","FSM",0
"Hansen_forestgain","natural","United Kingdom","South Georgia and the South Sandwich Islands","SGS",0
"Hansen_forestgain","natural","United Kingdom","Falkland Islands","FLK",6.08919921875e-06
"Hansen_forestgain","natural","Vanuatu","Vanuatu","VUT",0.00083703525
"Hansen_forestgain","natural","New Zealand","Niue","NIU",0
"Hansen_forestgain","natural","United States of America","American Samoa","ASM",0
"Hansen_forestgain","natural","Palau","Palau","PLW",0.0001315339375
"Hansen_forestgain","natural","United States of America","Guam","GUM",0
"Hansen_forestgain","natural","United States of America","Northern Mariana Islands","MNP",0
"Hansen_forestgain","natural","Bahrain","Bahrain","BHR",0
"Hansen_forestgain","natural","Australia","Coral Sea Islands","-99",0
"Hansen_forestgain","natural","Spratly Islands","Wake Island","-99",0
"Hansen_forestgain","natural","France","Clipperton Island","-99",0
"Hansen_forestgain","natural","China","Macau","MAC",0
"Hansen_forestgain","natural","Australia","Ashmore and Cartier Islands","-99",0
"Hansen_forestgain","natural","Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank","-99",0
"Hansen_forestgain","natural","Serranilla Bank","Serranilla Bank","-99",0
"Hansen_forestgain","natural","Scarborough Reef","Scarborough Shoal","-99",0
"Hansen_forestgain","planted","Indonesia","Indonesia","IDN",3.3832085504
"Hansen_forestgain","planted","Malaysia","Malaysia","MYS",1.6784932864
"Hansen_forestgain","planted","Chile","Chile","CHL",1.362886656
"Hansen_forestgain","planted","Bolivia","Bolivia","BOL",0.010189588
"Hansen_forestgain","planted","Peru","Peru","PER",0.0084559824
"Hansen_forestgain","planted","Argentina","Argentina","ARG",0.4061520128
"Hansen_forestgain","planted","United Kingdom","Dhekelia Cantonment","-99",1.02233636474609e-07
"Hansen_forestgain","planted","Cyprus","Cyprus","CYP",2.6349040625e-05
"Hansen_forestgain","planted","India","India","IND",0.0361370304
"Hansen_forestgain","planted","China","People's Republic of China","CHN",1.4750384128
"Hansen_forestgain","planted","Israel","Israel","ISR",0.001726169
"Hansen_forestgain","planted","Israel","Palestine","PSE",0.0001218510125
"Hansen_forestgain","planted","Lebanon","Lebanon","LBN",0.0009176726
"Hansen_forestgain","planted","Ethiopia","Ethiopia","ETH",0.0357392448
"Hansen_forestgain","planted","South Sudan","South Sudan","SSD",0.00056586105
"Hansen_forestgain","planted","Somalia","Somalia","SOM",4.803373125e-05
"Hansen_forestgain","planted","Kenya","Kenya","KEN",0.0465079328
"Hansen_forestgain","planted","Malawi","Malawi","MWI",0.0031659818
"Hansen_forestgain","planted","United Republic of Tanzania","Tanzania","TZA",0.082680288
"Hansen_forestgain","planted","Syria","Syria","SYR",0.0009255375
"Hansen_forestgain","planted","Somaliland","Somaliland","-99",0
"Hansen_forestgain","planted","France","France","-99",0.277886848
"Hansen_forestgain","planted","Suriname","Suriname","SUR",5.552083125e-05
"Hansen_forestgain","planted","Guyana","Guyana","GUY",6.329615e-05
"Hansen_forestgain","planted","South Korea","South Korea","KOR",0.0121934264
"Hansen_forestgain","planted","North Korea","North Korea","PRK",0.0018038846
"Hansen_forestgain","planted","Morocco","Morocco","MAR",0.0066491456
"Hansen_forestgain","planted","Western Sahara","Western Sahara","ESH",0
"Hansen_forestgain","planted","Costa Rica","Costa Rica","CRI",0.022615336
"Hansen_forestgain","planted","Nicaragua","Nicaragua","NIC",0.0407532736
"Hansen_forestgain","planted","Republic of the Congo","Republic of the Congo","COG",0.0102702816
"Hansen_forestgain","planted","Democratic Republic of the Congo","Democratic Republic of the Congo","COD",0.0532991648
"Hansen_forestgain","planted","Bhutan","Bhutan","BTN",8.89515e-05
"Hansen_forestgain","planted","Namibia","Namibia","NAM",3.238856640625e-06
"Hansen_forestgain","planted","South Africa","South Africa","ZAF",0.5339559936
"Hansen_forestgain","planted","France","Saint Martin","MAF",2.1479e-06
"Hansen_forestgain","planted","Netherlands","Sint Maarten","SXM",1.64193496704102e-08
"Hansen_forestgain","planted","Oman","Oman","OMN",2.811e-07
"Hansen_forestgain","planted","Uzbekistan","Uzbekistan","UZB",0.0002594457
"Hansen_forestgain","planted","Kazakhstan","Kazakhstan","KAZ",0.0135326144
"Hansen_forestgain","planted","Tajikistan","Tajikistan","TJK",3.4738996875e-05
"Hansen_forestgain","planted","Lithuania","Lithuania","LTU",0.0282069472
"Hansen_forestgain","planted","Brazil","Brazil","BRA",4.2084425728
"Hansen_forestgain","planted","Uruguay","Uruguay","URY",0.4743868416
"Hansen_forestgain","planted","Mongolia","Mongolia","MNG",0.000210543325
"Hansen_forestgain","planted","Czechia","Czech Republic","CZE",0.0747806336
"Hansen_forestgain","planted","Germany","Germany","DEU",0.1675143552
"Hansen_forestgain","planted","Estonia","Estonia","EST",0.0095825512
"Hansen_forestgain","planted","Latvia","Latvia","LVA",0.0164317616
"Hansen_forestgain","planted","Sweden","Sweden","SWE",0.7511445504
"Hansen_forestgain","planted","Finland","Finland","FIN",0.3593681152
"Hansen_forestgain","planted","Vietnam","Vietnam","VNM",0.3176590848
"Hansen_forestgain","planted","Cambodia","Cambodia","KHM",0.0683102016
"Hansen_forestgain","planted","Luxembourg","Luxembourg","LUX",0.0011735215
"Hansen_forestgain","planted","United Arab Emirates","United Arab Emirates","ARE",0
"Hansen_forestgain","planted","Belgium","Belgium","BEL",0.025367192
"Hansen_forestgain","planted","Georgia","Georgia","GEO",0.0008789069
"Hansen_forestgain","planted","Azerbaijan","Azerbaijan","AZE",0.000405954525
