zone,deg²,sum,count,min,max,mean
0.00000000,59530.29397011,471327.00000000,"605472034",0.00000000,240.00000000,0.00077845
1.00000000,5276.21042589,982787.00000000,"53663398",0.00000000,1.00000000,0.01831392
