system:index,0_remapped,10_remapped,11_remapped,12_remapped,13_remapped,14_remapped,15_remapped,16_remapped,17_remapped,18_remapped,19_remapped,1_remapped,20_remapped,21_remapped,22_remapped,23_remapped,2_remapped,3_remapped,4_remapped,5_remapped,6_remapped,7_remapped,8_remapped,9_remapped,.geo
0,0.0,5.23034491945625E10,5.486947468571875E10,6.01101036034375E10,6.13702808928125E10,6.262694621840625E10,6.46949199900625E10,6.724219344909375E10,6.92574579978125E10,6.968072863596875E10,7.057608077390625E10,7241486.0,7.082989803646875E10,7.141030398371875E10,7.316362697896875E10,7.316838981490625E10,1.03745026875E7,1.3536324312875E10,1.894031925171875E10,2.26521470138125E10,2.503166543496875E10,3.8807893511375E10,4.52690843994375E10,4.9916657880875E10,
