system:index,0_remapped,10_remapped,11_remapped,12_remapped,13_remapped,14_remapped,15_remapped,16_remapped,17_remapped,18_remapped,19_remapped,1_remapped,20_remapped,21_remapped,22_remapped,23_remapped,2_remapped,3_remapped,4_remapped,5_remapped,6_remapped,7_remapped,8_remapped,9_remapped,.geo
0,0.0,6.954344541685625E11,7.667640408200625E11,8.826724800030625E11,9.298190010403125E11,9.719189550908125E11,1.029549052982375E12,1.0963999620955E12,1.1535336946575312E12,1.1693205144469688E12,1.1855813313673125E12,4.087863778125E7,1.1937909177364062E12,1.2061596616618125E12,1.2457521477856875E12,1.245668233619125E12,7.291215834375E7,9.8820056576E10,1.563090675465E11,2.051211155351875E11,2.541268735134375E11,4.0809312608140625E11,5.3311503912271875E11,6.432358277370312E11,
