system:index,2001_01_01_remapped,2002_01_01_remapped,2003_01_01_remapped,2004_01_01_remapped,2005_01_01_remapped,2006_01_01_remapped,2007_01_01_remapped,2008_01_01_remapped,2009_01_01_remapped,2010_01_01_remapped,2011_01_01_remapped,2012_01_01_remapped,2013_01_01_remapped,2014_01_01_remapped,2015_01_01_remapped,.geo
0,0.0,1.974655607346466E11,3.467527215662283E11,5.2707260932921545E11,6.908009322866925E11,8.286438932623696E11,9.496907774274348E11,1.0530323812920438E12,1.1607007611616533E12,1.2684961424479504E12,1.3758212009451267E12,1.4709696750345835E12,1.5583963824369763E12,1.638064384585784E12,1.692706906768202E12,"{""type"":""MultiPoint"",""coordinates"":[]}"
