system:index,0_remapped,10_remapped,11_remapped,12_remapped,13_remapped,14_remapped,15_remapped,16_remapped,17_remapped,18_remapped,19_remapped,1_remapped,20_remapped,21_remapped,22_remapped,23_remapped,2_remapped,3_remapped,4_remapped,5_remapped,6_remapped,7_remapped,8_remapped,9_remapped,.geo
0,0.0,3.695530876496827E11,4.0655001538264777E11,4.877566979210359E11,5.127093769010138E11,5.3414090827021E11,5.70962282659177E11,6.13161833807587E11,6.47258380278543E11,6.61214181045905E11,6.739367435486614E11,0.0,6.820229275650195E11,6.928084333918892E11,7.323501111016644E11,7.322967116687661E11,0.0,5.465459901224426E10,8.346808912301709E10,1.0724106977591417E11,1.3188615901174863E11,2.2110708515738742E11,2.907929527945188E11,3.4151863117064954E11,"{""type"":""MultiPoint"",""coordinates"":[]}"
