system:index,2001_01_01_remapped,2002_01_01_remapped,2003_01_01_remapped,2004_01_01_remapped,2005_01_01_remapped,2006_01_01_remapped,2007_01_01_remapped,2008_01_01_remapped,2009_01_01_remapped,2010_01_01_remapped,2011_01_01_remapped,2012_01_01_remapped,2013_01_01_remapped,2014_01_01_remapped,2015_01_01_remapped,.geo
0,0.0,4.8256305822125E10,7.7763660079875E10,1.044612547313125E11,1.283314347086875E11,1.504725620220625E11,1.693990322875E11,1.870796268630625E11,2.04759592464E11,2.235567456083125E11,2.407345761981875E11,2.552437538494375E11,2.672122389431875E11,2.742617109100625E11,2.7808194330415625E11,
