system:index,2001_01_01_remapped,2002_01_01_remapped,2003_01_01_remapped,2004_01_01_remapped,2005_01_01_remapped,2006_01_01_remapped,2007_01_01_remapped,2008_01_01_remapped,2009_01_01_remapped,2010_01_01_remapped,2011_01_01_remapped,2012_01_01_remapped,2013_01_01_remapped,2014_01_01_remapped,2015_01_01_remapped,.geo
0,0.0,7.04176009803125E9,1.271600937803125E10,1.8160366788625E10,2.292135358371875E10,2.665785224434375E10,3.01487764359375E10,3.27175584768125E10,3.58259072379375E10,3.863722475421875E10,4.1088995621125E10,4.39869491016875E10,4.6853781238375E10,4.959011660225E10,5.215332709390625E10,
